"REVENUE_BOB";"CATEGORY2";"CATEGORY4";"CLICK_DATE";"CLICK_HOUR";"RN"
49811496;"Criteo";"1294241712";03/06/14;15;30340
49811496;"Criteo";"1294241712";03/06/14;15;30341
44711496;"Criteo";"1294241712";13/05/14;15;30342
66711496;"Criteo";"1294241712";30/05/14;15;30343
86711496;"Criteo";"1294241712";03/06/14;15;30344
79711496;"Remarketing Campaigns";"1294241860";19/04/14;23;30345
79711496;"Criteo";"1294241712";19/04/14;23;30346
79711496;"Criteo";"1294241712";24/04/14;17;30347
79711496;"Criteo";"1294241712";24/04/14;17;30348
79711496;"Criteo";"1294241712";24/04/14;19;30349
79711496;"Remarketing Campaigns";"1294241860";27/04/14;22;30350
65111496;"Remarketing Campaigns";"1294241860";01/06/14;23;30351
62311496;"Remarketing Campaigns";"1294241860";03/06/14;15;30352
36311496;"Criteo";"1294241712";29/04/14;8;30353
69875496;"Criteo";"1294241712";23/05/14;21;30354
88875496;"Sociomantic";"1294241744";29/04/14;13;30355
17175496;"Remarketing Campaigns";"1294241860";22/05/14;9;30356
17175496;"Criteo";"1294241712";23/05/14;9;30357
85175496;"Criteo";"1294241712";02/06/14;17;30358
27455496;"Remarketing Campaigns";"1294241860";26/05/14;18;30359
85955496;"Criteo";"1294241712";15/05/14;15;30360
46755496;"Criteo";"1294241712";27/05/14;8;30361
55555496;"Remarketing Campaigns";"1294241860";03/06/14;10;30362
57615496;"Criteo";"1294241712";03/06/14;11;30363
59815496;"Criteo";"1294241712";02/06/14;11;30364
28815496;"Criteo";"1294241712";03/06/14;11;30365
98815496;"Criteo";"1294241712";28/05/14;21;30366
92515496;"Criteo";"1294241712";03/06/14;2;30367
83115496;"Criteo";"1294241712";24/05/14;22;30368
81435496;"Criteo";"1294241712";03/06/14;8;30369
81435496;"Criteo";"1294241712";03/06/14;11;30370
93961496;"Remarketing Campaigns";"1294241860";03/06/14;9;30371
85761496;"Criteo";"1294241712";02/06/14;13;30372
15161496;"Criteo";"1294241712";21/05/14;16;30373
23161496;"Criteo";"1294241712";03/06/14;13;30374
99491496;"Criteo";"1294241712";12/05/14;19;30375
99491496;"Criteo";"1294241712";03/06/14;13;30376
59491496;"Remarketing Campaigns";"1294241860";03/06/14;13;30377
88691496;"Criteo";"1294241712";03/06/14;13;30378
44891496;"Criteo";"1294241712";21/05/14;15;30379
44891496;"Criteo";"1294241712";23/05/14;9;30380
78791496;"Criteo";"1294241712";03/06/14;11;30381
15681496;"Criteo";"1294241712";03/06/14;14;30382
15681496;"Criteo";"1294241712";03/06/14;14;30383
57881496;"Criteo";"1294241712";02/06/14;0;30384
57881496;"Criteo";"1294241712";02/06/14;12;30385
57881496;"Criteo";"1294241712";02/06/14;12;30386
57881496;"Criteo";"1294241712";02/06/14;12;30387
57881496;"Criteo";"1294241712";02/06/14;12;30388
64511496;"Criteo";"1294241712";02/06/14;14;30389
69511496;"Criteo";"1294241712";06/05/14;15;30390
39511496;"Remarketing Campaigns";"1294241860";03/06/14;15;30391
28511496;"Criteo";"1294241712";22/05/14;17;30392
28511496;"Criteo";"1294241712";22/05/14;17;30393
41511496;"Remarketing Campaigns";"1294241860";03/06/14;11;30394
41511496;"Criteo";"1294241712";03/06/14;11;30395
78791496;"Criteo";"1294241712";03/06/14;12;30396
41511496;"Criteo";"1294241712";03/06/14;12;30397
41511496;"Criteo";"1294241712";03/06/14;15;30398
41511496;"Criteo";"1294241712";03/06/14;15;30399
51511496;"Remarketing Campaigns";"1294241860";03/06/14;15;30400
51511496;"Remarketing Campaigns";"1294241860";03/06/14;15;30401
23511496;"Criteo";"1294241712";03/06/14;13;30402
63511496;"Criteo";"1294241712";29/05/14;11;30403
77111496;"Criteo";"1294241712";26/05/14;10;30404
17111496;"Criteo";"1294241712";21/05/14;15;30405
95111496;"Criteo";"1294241712";27/05/14;8;30406
77111496;"Criteo";"1294241712";23/05/14;14;30407
11111496;"Sociomantic";"1294241744";22/04/14;9;30408
11111496;"Criteo";"1294241712";15/05/14;16;30409
42311496;"Criteo";"1294241712";03/06/14;15;30410
62311496;"Remarketing Campaigns";"1294241860";03/06/14;15;30411
62311496;"Criteo";"1294241712";03/06/14;15;30412
56311496;"Criteo";"1294241712";28/05/14;15;30413
56311496;"Criteo";"1294241712";29/05/14;14;30414
36311496;"Criteo";"1294241712";12/05/14;14;30415
36311496;"Criteo";"1294241712";14/05/14;8;30416
36311496;"Criteo";"1294241712";19/05/14;14;30417
36311496;"Criteo";"1294241712";20/05/14;9;30418
36311496;"Remarketing Campaigns";"1294241860";29/05/14;11;30419
49311496;"Criteo";"1294241712";21/05/14;10;30420
88311496;"Criteo";"1294241712";03/06/14;15;30421
88311496;"Criteo";"1294241712";03/06/14;15;30422
38311496;"Criteo";"1294241712";02/06/14;22;30423
38311496;"Criteo";"1294241712";02/06/14;22;30424
38311496;"Criteo";"1294241712";02/06/14;23;30425
64975496;"Criteo";"1294241712";19/05/14;16;30426
89875496;"Criteo";"1294241712";03/06/14;10;30427
79875496;"Criteo";"1294241712";31/05/14;14;30428
68875496;"Criteo";"1294241712";03/06/14;10;30429
17175496;"Criteo";"1294241712";23/05/14;9;30430
17175496;"Criteo";"1294241712";26/05/14;11;30431
54655496;"Remarketing Campaigns";"1294241860";22/05/14;11;30432
54655496;"Criteo";"1294241712";23/05/14;11;30433
54655496;"Criteo";"1294241712";23/05/14;11;30434
54655496;"Criteo";"1294241712";29/05/14;11;30435
54655496;"Criteo";"1294241712";29/05/14;13;30436
54655496;"Criteo";"1294241712";29/05/14;13;30437
85955496;"Criteo";"1294241712";15/05/14;15;30438
85955496;"Criteo";"1294241712";15/05/14;15;30439
85955496;"Criteo";"1294241712";15/05/14;15;30440
85955496;"Criteo";"1294241712";15/05/14;15;30441
85955496;"Criteo";"1294241712";16/05/14;19;30442
15955496;"Criteo";"1294241712";14/05/14;17;30443
46755496;"Criteo";"1294241712";27/05/14;8;30444
26755496;"Criteo";"1294241712";07/05/14;11;30445
55555496;"Remarketing Campaigns";"1294241860";03/06/14;10;30446
71355496;"Criteo";"1294241712";28/04/14;16;30447
71355496;"Criteo";"1294241712";06/05/14;11;30448
11355496;"Remarketing Campaigns";"1294241849";29/05/14;23;30449
57615496;"Sociomantic";"1294241744";02/06/14;16;30450
37615496;"Remarketing Campaigns";"1294241849";02/06/14;9;30451
95615496;"Criteo";"1294241712";06/05/14;13;30452
95615496;"Remarketing Campaigns";"1294241923";27/05/14;13;30453
98815496;"Criteo";"1294241712";29/05/14;23;30454
98815496;"Remarketing Campaigns";"1294241860";30/05/14;22;30455
43115496;"Sociomantic";"1294241744";30/05/14;9;30456
43115496;"Criteo";"1294241712";30/05/14;9;30457
73115496;"Criteo";"1294241712";03/06/14;11;30458
73115496;"Criteo";"1294241712";03/06/14;11;30459
33115496;"Remarketing Campaigns";"1294241860";03/06/14;7;30460
41435496;"Criteo";"1294241712";19/05/14;18;30461
41435496;"Criteo";"1294241712";20/05/14;8;30462
43435496;"Criteo";"1294241712";24/04/14;11;30463
54541496;"Remarketing Campaigns";"1294241860";02/06/14;21;30464
54541496;"Remarketing Campaigns";"1294241860";03/06/14;12;30465
74541496;"Remarketing Campaigns";"1294241860";25/05/14;21;30466
74541496;"Criteo";"1294241712";26/05/14;14;30467
29661496;"Criteo";"1294241712";03/06/14;13;30468
99661496;"Remarketing Campaigns";"1294241860";31/05/14;21;30469
31961496;"Criteo";"1294241712";28/05/14;23;30470
31961496;"Remarketing Campaigns";"1294241860";03/06/14;8;30471
85761496;"Criteo";"1294241712";21/05/14;13;30472
85761496;"Criteo";"1294241712";26/05/14;12;30473
35161496;"Criteo";"1294241712";03/06/14;13;30474
35161496;"Criteo";"1294241712";03/06/14;13;30475
21161496;"Criteo";"1294241712";03/06/14;13;30476
99491496;"Criteo";"1294241712";13/05/14;14;30477
99491496;"Sociomantic";"1294241744";03/06/14;13;30478
79491496;"Criteo";"1294241712";19/05/14;8;30479
79491496;"Criteo";"1294241712";30/05/14;11;30480
88691496;"Criteo";"1294241712";01/06/14;8;30481
44891496;"Criteo";"1294241712";14/05/14;11;30482
44891496;"Criteo";"1294241712";14/05/14;11;30483
44891496;"Criteo";"1294241712";23/05/14;9;30484
98791496;"Criteo";"1294241712";19/05/14;16;30485
98791496;"Sociomantic";"1294241744";28/05/14;21;30486
78791496;"Criteo";"1294241712";03/06/14;11;30487
38791496;"Criteo";"1294241712";30/04/14;14;30488
38791496;"Criteo";"1294241712";30/04/14;14;30489
38791496;"Criteo";"1294241712";30/04/14;18;30490
38791496;"Criteo";"1294241712";06/05/14;17;30491
38791496;"Criteo";"1294241712";06/05/14;18;30492
38791496;"Criteo";"1294241712";09/05/14;10;30493
38791496;"Criteo";"1294241712";09/05/14;16;30494
38791496;"Criteo";"1294241712";09/05/14;17;30495
38791496;"Remarketing Campaigns";"1294241860";10/05/14;9;30496
38791496;"Criteo";"1294241712";12/05/14;9;30497
38791496;"Remarketing Campaigns";"1294241860";12/05/14;17;30498
38791496;"Criteo";"1294241712";13/05/14;12;30499
18391496;"Criteo";"1294241712";03/06/14;12;30500
49281496;"Criteo";"1294241712";05/05/14;9;30501
49281496;"Criteo";"1294241712";05/05/14;10;30502
49281496;"Criteo";"1294241712";09/05/14;17;30503
49281496;"Remarketing Campaigns";"1294241860";28/05/14;9;30504
89281496;"Remarketing Campaigns";"1294241923";16/05/14;21;30505
89281496;"Criteo";"1294241712";31/05/14;13;30506
89281496;"Criteo";"1294241712";31/05/14;13;30507
21681496;"Criteo";"1294241712";02/06/14;13;30508
21681496;"Criteo";"1294241712";02/06/14;13;30509
21681496;"Sociomantic";"1294241744";02/06/14;14;30510
21681496;"Criteo";"1294241712";03/06/14;14;30511
23681496;"Criteo";"1294241712";02/06/14;17;30512
23681496;"Criteo";"1294241712";03/06/14;12;30513
27881496;"Remarketing Campaigns";"1294241860";03/06/14;12;30514
27881496;"Criteo";"1294241712";03/06/14;13;30515
97881496;"Criteo";"1294241712";05/05/14;9;30516
97881496;"Criteo";"1294241712";05/05/14;9;30517
97881496;"Criteo";"1294241712";05/05/14;14;30518
97881496;"Criteo";"1294241712";05/05/14;16;30519
97881496;"Criteo";"1294241712";05/05/14;19;30520
97881496;"Criteo";"1294241712";05/05/14;19;30521
22271496;"Criteo";"1294241712";03/06/14;11;30522
22271496;"Sociomantic";"1294241744";03/06/14;13;30523
93671496;"Criteo";"1294241712";21/05/14;12;30524
64971496;"Criteo";"1294241712";01/06/14;10;30525
17871496;"Criteo";"1294241712";30/05/14;21;30526
17871496;"Criteo";"1294241712";30/05/14;21;30527
37871496;"Criteo";"1294241712";29/05/14;15;30528
25871496;"Remarketing Campaigns";"1294241860";03/06/14;9;30529
35571496;"Criteo";"1294241712";27/05/14;8;30530
35571496;"Criteo";"1294241712";27/05/14;8;30531
49371496;"Criteo";"1294241712";03/06/14;9;30532
49371496;"Criteo";"1294241712";03/06/14;14;30533
18451496;"Criteo";"1294241712";23/05/14;16;30534
83251496;"Criteo";"1294241712";31/05/14;20;30535
28951496;"Remarketing Campaigns";"1294241860";30/05/14;20;30536
28951496;"Criteo";"1294241712";01/06/14;14;30537
75851496;"Criteo";"1294241712";02/06/14;11;30538
75851496;"Criteo";"1294241712";02/06/14;15;30539
12351496;"Criteo";"1294241712";23/05/14;8;30540
96351496;"Remarketing Campaigns";"1294241860";02/06/14;16;30541
62211496;"Criteo";"1294241712";02/06/14;15;30542
62211496;"Criteo";"1294241712";02/06/14;15;30543
62211496;"Criteo";"1294241712";03/06/14;14;30544
34611496;"Criteo";"1294241712";03/06/14;15;30545
42611496;"Criteo";"1294241712";03/06/14;15;30546
79711496;"Criteo";"1294241712";30/05/14;19;30547
79711496;"Criteo";"1294241712";31/05/14;12;30548
79711496;"Criteo";"1294241712";01/06/14;17;30549
79711496;"Criteo";"1294241712";03/06/14;10;30550
66511496;"Criteo";"1294241712";03/06/14;14;30551
88511496;"Criteo";"1294241712";24/05/14;14;30552
79111496;"Criteo";"1294241712";03/06/14;14;30553
41111496;"Remarketing Campaigns";"1294241860";09/05/14;14;30554
21111496;"Remarketing Campaigns";"1294241849";30/05/14;17;30555
21111496;"Criteo";"1294241712";02/06/14;21;30556
21111496;"Criteo";"1294241712";02/06/14;21;30557
66311496;"Remarketing Campaigns";"1294241860";02/06/14;0;30558
66311496;"Remarketing Campaigns";"1294241860";03/06/14;15;30559
89311496;"Criteo";"1294241712";25/05/14;20;30560
13781496;"Criteo";"1294241712";03/06/14;14;30561
13781496;"Criteo";"1294241712";03/06/14;14;30562
13781496;"Criteo";"1294241712";03/06/14;14;30563
74381496;"Criteo";"1294241712";02/06/14;21;30564
22381496;"Remarketing Campaigns";"1294241923";19/05/14;21;30565
22381496;"Criteo";"1294241712";30/05/14;14;30566
22271496;"Criteo";"1294241712";02/05/14;14;30567
22271496;"Criteo";"1294241712";02/05/14;14;30568
22271496;"Criteo";"1294241712";02/05/14;14;30569
22271496;"Criteo";"1294241712";06/05/14;9;30570
22271496;"Criteo";"1294241712";08/05/14;11;30571
22271496;"Criteo";"1294241712";08/05/14;11;30572
22271496;"Criteo";"1294241712";03/06/14;11;30573
22271496;"Criteo";"1294241712";03/06/14;11;30574
22271496;"Criteo";"1294241712";03/06/14;11;30575
22271496;"Criteo";"1294241712";03/06/14;13;30576
22271496;"Criteo";"1294241712";03/06/14;14;30577
22271496;"Criteo";"1294241712";03/06/14;14;30578
83671496;"Criteo";"1294241712";03/06/14;14;30579
93671496;"Criteo";"1294241712";20/05/14;14;30580
93671496;"Criteo";"1294241712";20/05/14;15;30581
93671496;"Criteo";"1294241712";21/05/14;15;30582
64971496;"Criteo";"1294241712";18/05/14;18;30583
64971496;"Remarketing Campaigns";"1294241860";01/06/14;18;30584
37871496;"Criteo";"1294241712";27/05/14;16;30585
37871496;"Criteo";"1294241712";29/05/14;16;30586
37871496;"Criteo";"1294241712";30/05/14;12;30587
37871496;"Criteo";"1294241712";30/05/14;12;30588
37871496;"Criteo";"1294241712";30/05/14;12;30589
37871496;"Criteo";"1294241712";30/05/14;12;30590
35571496;"Criteo";"1294241712";20/05/14;11;30591
35571496;"Criteo";"1294241712";20/05/14;11;30592
35571496;"Criteo";"1294241712";26/05/14;8;30593
35571496;"Criteo";"1294241712";27/05/14;8;30594
35571496;"Criteo";"1294241712";28/05/14;9;30595
35571496;"Remarketing Campaigns";"1294241860";31/05/14;21;30596
56371496;"Criteo";"1294241712";03/06/14;13;30597
49371496;"Criteo";"1294241712";03/06/14;9;30598
69371496;"Criteo";"1294241712";05/05/14;12;30599
78451496;"Remarketing Campaigns";"1294241860";24/05/14;16;30600
18451496;"Criteo";"1294241712";12/05/14;9;30601
18451496;"Criteo";"1294241712";16/05/14;15;30602
18451496;"Criteo";"1294241712";23/05/14;16;30603
18451496;"Criteo";"1294241712";23/05/14;16;30604
18451496;"Criteo";"1294241712";23/05/14;16;30605
48951496;"Criteo";"1294241712";31/05/14;23;30606
48951496;"Criteo";"1294241712";02/06/14;13;30607
28951496;"Remarketing Campaigns";"1294241860";26/04/14;8;30608
28951496;"Criteo";"1294241712";26/04/14;20;30609
28951496;"Criteo";"1294241712";24/05/14;20;30610
28951496;"Criteo";"1294241712";24/05/14;20;30611
25851496;"Criteo";"1294241712";30/04/14;14;30612
25851496;"Criteo";"1294241712";05/05/14;10;30613
25851496;"Criteo";"1294241712";13/05/14;9;30614
25851496;"Criteo";"1294241712";13/05/14;9;30615
75851496;"Criteo";"1294241712";02/06/14;11;30616
75851496;"Criteo";"1294241712";02/06/14;14;30617
75851496;"Criteo";"1294241712";03/06/14;15;30618
57751496;"Criteo";"1294241712";30/05/14;11;30619
57751496;"Criteo";"1294241712";03/06/14;15;30620
25751496;"Criteo";"1294241712";03/06/14;15;30621
32151496;"Criteo";"1294241712";03/06/14;15;30622
72351496;"Criteo";"1294241712";03/06/14;14;30623
12351496;"Criteo";"1294241712";19/05/14;15;30624
12351496;"Criteo";"1294241712";22/05/14;8;30625
12351496;"Remarketing Campaigns";"1294241860";31/05/14;9;30626
12351496;"Criteo";"1294241712";03/06/14;15;30627
14411496;"Criteo";"1294241712";03/06/14;14;30628
22411496;"Criteo";"1294241712";23/04/14;1;30629
22411496;"Criteo";"1294241712";24/04/14;8;30630
22411496;"Criteo";"1294241712";29/04/14;21;30631
22411496;"Criteo";"1294241712";29/04/14;21;30632
22411496;"Criteo";"1294241712";07/05/14;8;30633
22411496;"Criteo";"1294241712";11/05/14;20;30634
22411496;"Criteo";"1294241712";18/05/14;18;30635
22411496;"Criteo";"1294241712";25/05/14;8;30636
22411496;"Criteo";"1294241712";25/05/14;8;30637
22411496;"Criteo";"1294241712";25/05/14;9;30638
74211496;"Criteo";"1294241712";03/06/14;15;30639
74211496;"Criteo";"1294241712";03/06/14;15;30640
74211496;"Criteo";"1294241712";03/06/14;15;30641
62211496;"Criteo";"1294241712";23/05/14;15;30642
62211496;"Criteo";"1294241712";30/05/14;10;30643
62211496;"Criteo";"1294241712";03/06/14;14;30644
62211496;"Criteo";"1294241712";03/06/14;14;30645
34611496;"Criteo";"1294241712";03/06/14;15;30646
42611496;"Criteo";"1294241712";03/06/14;15;30647
42611496;"Criteo";"1294241712";03/06/14;15;30648
42611496;"Criteo";"1294241712";03/06/14;15;30649
64911496;"Criteo";"1294241712";03/06/14;15;30650
74911496;"Criteo";"1294241712";03/06/14;13;30651
74911496;"Criteo";"1294241712";03/06/14;15;30652
43911496;"Sociomantic";"1294241744";03/06/14;12;30653
63911496;"Criteo";"1294241712";03/05/14;14;30654
48811496;"Criteo";"1294241712";19/05/14;17;30655
79711496;"Criteo";"1294241712";28/04/14;9;30656
79711496;"Criteo";"1294241712";28/04/14;9;30657
79711496;"Criteo";"1294241712";28/04/14;9;30658
79711496;"Remarketing Campaigns";"1294241860";28/04/14;9;30659
79711496;"Criteo";"1294241712";28/04/14;15;30660
79711496;"Criteo";"1294241712";29/04/14;16;30661
79711496;"Criteo";"1294241712";27/05/14;17;30662
79711496;"Criteo";"1294241712";27/05/14;20;30663
79711496;"Criteo";"1294241712";30/05/14;11;30664
79711496;"Criteo";"1294241712";30/05/14;14;30665
79711496;"Criteo";"1294241712";01/06/14;17;30666
88511496;"Criteo";"1294241712";26/05/14;7;30667
63511496;"Criteo";"1294241712";29/05/14;11;30668
63511496;"Criteo";"1294241712";29/05/14;11;30669
63511496;"Criteo";"1294241712";29/05/14;11;30670
63511496;"Criteo";"1294241712";03/06/14;13;30671
24111496;"Criteo";"1294241712";27/05/14;13;30672
99111496;"Criteo";"1294241712";21/05/14;14;30673
79111496;"Criteo";"1294241712";03/06/14;14;30674
79111496;"Criteo";"1294241712";03/06/14;15;30675
19111496;"Criteo";"1294241712";29/05/14;16;30676
41111496;"Remarketing Campaigns";"1294241860";26/04/14;9;30677
41111496;"Remarketing Campaigns";"1294241860";30/05/14;10;30678
21111496;"Remarketing Campaigns";"1294241860";08/05/14;16;30679
21111496;"Remarketing Campaigns";"1294241849";30/05/14;17;30680
21111496;"Criteo";"1294241712";02/06/14;21;30681
53111496;"Criteo";"1294241712";02/06/14;19;30682
33111496;"Criteo";"1294241712";03/06/14;11;30683
14311496;"Sociomantic";"1294241744";10/05/14;18;30684
66311496;"Remarketing Campaigns";"1294241860";01/06/14;23;30685
86311496;"Criteo";"1294241712";21/05/14;17;30686
86311496;"Criteo";"1294241712";27/05/14;14;30687
56311496;"Criteo";"1294241712";28/05/14;1;30688
33311496;"Criteo";"1294241712";24/05/14;18;30689
22975496;"Criteo";"1294241712";02/06/14;17;30690
88875496;"Criteo";"1294241712";02/06/14;12;30691
65831496;"Criteo";"1294241712";03/06/14;9;30692
89311496;"Criteo";"1294241712";25/05/14;20;30693
65311496;"Criteo";"1294241712";30/05/14;8;30694
65311496;"Criteo";"1294241712";03/06/14;14;30695
83311496;"Remarketing Campaigns";"1294241860";02/05/14;13;30696
83311496;"Criteo";"1294241712";05/05/14;13;30697
83311496;"Criteo";"1294241712";05/05/14;13;30698
73311496;"Remarketing Campaigns";"1294241860";03/06/14;14;30699
33311496;"Criteo";"1294241712";28/05/14;18;30700
24431496;"Criteo";"1294241712";22/04/14;12;30701
22975496;"Criteo";"1294241712";08/05/14;15;30702
22975496;"Criteo";"1294241712";08/05/14;15;30703
22975496;"Criteo";"1294241712";12/05/14;14;30704
22975496;"Criteo";"1294241712";02/06/14;17;30705
88875496;"Criteo";"1294241712";21/05/14;11;30706
88875496;"Criteo";"1294241712";21/05/14;16;30707
88875496;"Sociomantic";"1294241744";23/05/14;11;30708
88875496;"Criteo";"1294241712";25/05/14;21;30709
88875496;"Sociomantic";"1294241744";26/05/14;19;30710
65831496;"Criteo";"1294241712";16/05/14;14;30711
65831496;"Criteo";"1294241712";21/05/14;14;30712
65831496;"Criteo";"1294241712";27/05/14;13;30713
55831496;"Criteo";"1294241712";10/05/14;18;30714
15831496;"Criteo";"1294241712";11/05/14;14;30715
38531496;"Remarketing Campaigns";"1294241860";03/06/14;15;30716
17531496;"Remarketing Campaigns";"1294241860";28/05/14;14;30717
72331496;"Criteo";"1294241712";21/05/14;13;30718
15443496;"Criteo";"1294241712";26/05/14;10;30719
35443496;"Remarketing Campaigns";"1294241860";20/05/14;10;30720
35443496;"Criteo";"1294241712";25/05/14;3;30721
79423496;"Criteo";"1294241712";03/06/14;13;30722
65531496;"Criteo";"1294241712";03/06/14;16;30723
23311496;"Criteo";"1294241712";03/06/14;15;30724
23311496;"Remarketing Campaigns";"1294241849";03/06/14;15;30725
75531496;"Criteo";"1294241712";27/05/14;12;30726
15443496;"Criteo";"1294241712";20/05/14;17;30727
15443496;"Criteo";"1294241712";23/05/14;10;30728
15443496;"Criteo";"1294241712";30/05/14;10;30729
15443496;"Criteo";"1294241712";03/06/14;15;30730
35443496;"Criteo";"1294241712";20/05/14;11;30731
35443496;"Criteo";"1294241712";21/05/14;20;30732
35443496;"Criteo";"1294241712";23/05/14;23;30733
35443496;"Criteo";"1294241712";25/05/14;3;30734
35443496;"Sociomantic";"1294241744";26/05/14;0;30735
22643496;"Criteo";"1294241712";28/04/14;15;30736
22643496;"Criteo";"1294241712";28/04/14;15;30737
22643496;"Criteo";"1294241712";28/04/14;15;30738
22643496;"Criteo";"1294241712";28/04/14;15;30739
22643496;"Criteo";"1294241712";29/04/14;13;30740
22643496;"Criteo";"1294241712";29/04/14;13;30741
79943496;"Criteo";"1294241712";03/06/14;16;30742
79943496;"Criteo";"1294241712";03/06/14;16;30743
79943496;"Criteo";"1294241712";03/06/14;16;30744
67543496;"Criteo";"1294241712";03/06/14;15;30745
15543496;"Remarketing Campaigns";"1294241860";05/05/14;22;30746
15543496;"Remarketing Campaigns";"1294241860";12/05/14;19;30747
93143496;"Criteo";"1294241712";03/06/14;16;30748
59423496;"Criteo";"1294241712";16/05/14;19;30749
59423496;"Criteo";"1294241712";21/05/14;16;30750
59423496;"Criteo";"1294241712";23/05/14;16;30751
75223496;"Criteo";"1294241712";06/05/14;17;30752
79923496;"Remarketing Campaigns";"1294241923";20/05/14;21;30753
39923496;"Criteo";"1294241712";25/04/14;13;30754
39923496;"Criteo";"1294241712";12/05/14;12;30755
39923496;"Criteo";"1294241712";13/05/14;16;30756
91823496;"Remarketing Campaigns";"1294241860";03/06/14;13;30757
74523496;"Criteo";"1294241712";03/06/14;13;30758
84523496;"Criteo";"1294241712";21/05/14;14;30759
25123496;"Criteo";"1294241712";29/05/14;9;30760
25123496;"Criteo";"1294241712";01/06/14;15;30761
29463496;"Criteo";"1294241712";03/06/14;12;30762
29463496;"Criteo";"1294241712";03/06/14;12;30763
29463496;"Criteo";"1294241712";03/06/14;14;30764
38963496;"Criteo";"1294241712";29/05/14;16;30765
87763496;"Criteo";"1294241712";02/06/14;22;30766
54523496;"Criteo";"1294241712";03/06/14;16;30767
54523496;"Criteo";"1294241712";03/06/14;16;30768
54523496;"Criteo";"1294241712";03/06/14;16;30769
87123496;"Criteo";"1294241712";03/06/14;16;30770
25123496;"Criteo";"1294241712";23/04/14;14;30771
25123496;"Criteo";"1294241712";23/04/14;14;30772
25123496;"Criteo";"1294241712";23/04/14;15;30773
25123496;"Remarketing Campaigns";"1294241923";08/05/14;21;30774
25123496;"Criteo";"1294241712";30/05/14;1;30775
25123496;"Criteo";"1294241712";30/05/14;1;30776
25123496;"Remarketing Campaigns";"1294241849";03/06/14;16;30777
45123496;"Criteo";"1294241712";30/05/14;23;30778
93123496;"Remarketing Campaigns";"1294241923";03/06/14;17;30779
73123496;"Remarketing Campaigns";"1294241860";21/05/14;17;30780
73123496;"Criteo";"1294241712";30/05/14;15;30781
73123496;"Criteo";"1294241712";30/05/14;17;30782
73123496;"Remarketing Campaigns";"1294241860";03/06/14;16;30783
73123496;"Remarketing Campaigns";"1294241860";03/06/14;17;30784
86323496;"Criteo";"1294241712";31/05/14;1;30785
17323496;"Remarketing Campaigns";"1294241923";18/05/14;21;30786
49463496;"Criteo";"1294241712";24/05/14;12;30787
49463496;"Criteo";"1294241712";30/05/14;16;30788
49463496;"Remarketing Campaigns";"1294241860";03/06/14;17;30789
29463496;"Criteo";"1294241712";03/06/14;12;30790
29463496;"Criteo";"1294241712";03/06/14;17;30791
69463496;"Criteo";"1294241712";29/04/14;15;30792
69463496;"Criteo";"1294241712";29/04/14;15;30793
69463496;"Criteo";"1294241712";29/04/14;17;30794
69463496;"Criteo";"1294241712";02/05/14;11;30795
98663496;"Criteo";"1294241712";28/04/14;18;30796
88663496;"Criteo";"1294241712";03/06/14;17;30797
19863496;"Criteo";"1294241712";13/05/14;23;30798
19863496;"Criteo";"1294241712";03/06/14;14;30799
19863496;"Criteo";"1294241712";03/06/14;16;30800
19863496;"Criteo";"1294241712";03/06/14;16;30801
19863496;"Criteo";"1294241712";03/06/14;16;30802
87763496;"Criteo";"1294241712";02/06/14;22;30803
65763496;"Remarketing Campaigns";"1294241860";23/04/14;11;30804
65763496;"Remarketing Campaigns";"1294241860";28/04/14;10;30805
65763496;"Criteo";"1294241712";28/04/14;10;30806
65763496;"Criteo";"1294241712";05/05/14;15;30807
65763496;"Criteo";"1294241712";05/05/14;15;30808
65763496;"Criteo";"1294241712";05/05/14;15;30809
65763496;"Remarketing Campaigns";"1294241860";06/05/14;9;30810
65763496;"Criteo";"1294241712";06/05/14;13;30811
65763496;"Criteo";"1294241712";06/05/14;13;30812
13563496;"Criteo";"1294241712";29/05/14;13;30813
13563496;"Criteo";"1294241712";30/05/14;15;30814
64163496;"Sociomantic";"1294241744";25/05/14;23;30815
64163496;"Criteo";"1294241712";02/06/14;21;30816
43363496;"Criteo";"1294241712";20/05/14;13;30817
44493496;"Remarketing Campaigns";"1294241923";09/05/14;21;30818
35293496;"Criteo";"1294241712";01/06/14;21;30819
39624296;"Criteo";"1294241712";17/05/14;9;30820
21293496;"Criteo";"1294241712";26/05/14;21;30821
21293496;"Criteo";"1294241712";02/06/14;11;30822
21293496;"Criteo";"1294241712";26/05/14;21;30823
32993496;"Criteo";"1294241712";31/05/14;12;30824
72893496;"Criteo";"1294241712";30/05/14;19;30825
72893496;"Criteo";"1294241712";02/06/14;17;30826
88593496;"Criteo";"1294241712";02/06/14;16;30827
87193496;"Criteo";"1294241712";30/05/14;20;30828
37193496;"Criteo";"1294241712";21/05/14;17;30829
37193496;"Criteo";"1294241712";21/05/14;17;30830
14483496;"Remarketing Campaigns";"1294241860";31/05/14;12;30831
85683496;"Criteo";"1294241712";31/05/14;21;30832
79183496;"Criteo";"1294241712";03/06/14;11;30833
39973496;"Criteo";"1294241712";28/05/14;12;30834
15293496;"Criteo";"1294241712";03/06/14;17;30835
28963496;"Criteo";"1294241712";03/06/14;17;30836
15293496;"Criteo";"1294241712";03/06/14;17;30837
